15673	1121	16
6956	6935	481
14396	5971	332
10302	15591	1225
15244	15938	659
3564	6751	139
9850	1755	240
9251	11813	1288
7181	6715	470
16700	493	481
18689	9776	470
11362	13944	608
14323	16707	827
16475	4313	368
12048	5005	16
3418	1019	1310
7962	3985	308
13801	13194	285
10683	8913	16
5788	17563	1286
4302	14071	16
12654	16148	214
16251	9493	1320
4693	3950	271
5651	13146	352
11845	18233	139
10653	17435	645
15228	16069	139
4511	5970	165
18903	17014	352
7156	7075	470
4490	18995	778
9004	5709	189
11199	4418	352
9378	11675	1272
7118	14228	529
4115	8676	442
19233	2497	285
6364	13994	762
7624	11847	669
9249	4636	470
3369	2802	1229
17535	10463	626
5462	10408	470
13558	2771	778
8727	18407	364
16951	9413	91
9121	2982	581
13435	7849	470
4273	2790	1301
13825	13971	696
15197	10896	509
8118	17232	470
6090	634	664
15494	17002	165
9699	15816	470
13625	1206	670
15408	2899	898
3718	6190	1133
16978	19559	309
11923	3589	352
19532	18969	1190
1315	7657	1297
10485	17039	649
7685	633	285
5442	13841	153
10852	2963	834
11665	4994	589
1981	3846	661
17795	6398	470
17786	14354	352
8872	16213	227
2814	5077	509
16333	16707	654
7786	16784	1133
42	6462	723
15117	15450	134
17978	17452	227
14831	2109	817
8979	16093	16
1222	6326	434
1832	9538	1215
8963	12069	578
2904	17141	831
7333	16707	470
2114	4349	272
16561	585	240
1301	12345	1079
15765	2897	240
14138	7564	407
12461	18993	285
17823	1368	470
12902	1037	509
427	12171	118
12485	7172	285
6136	12431	1122
2115	10217	1133
4565	1156	200
19152	19209	671
614	10724	1229
15184	18195	1320
16542	6578	1147
5588	14847	669
18932	7243	308
7068	18856	470
11183	4286	964
1548	4405	1228
13650	7576	1225
3934	16276	778
19482	15801	1039
6328	12649	1215
16167	19131	56
19555	2802	486
7628	18040	1113
17066	15006	871
8415	17260	352
11081	3244	649
14476	9538	1171
11053	3582	1239
13207	18108	352
19263	19054	723
3674	2493	757
11368	5329	309
7278	11431	1150
13931	18279	1320
2437	4772	1270
1418	1724	569
3100	9426	155
19267	17366	504
6810	12930	470
2690	5556	922
1168	16094	834
4883	7347	1150
6735	17571	1269
3996	5568	481
9104	14247	669
5499	17435	649
18115	3560	1002
2809	10873	1133
7067	8739	1113
3505	7731	16
14017	11237	470
4129	3763	352
3206	4039	148
12915	6663	16
4341	4797	655
16686	6236	16
296	19169	308
9105	4256	1240
121	16910	186
16938	14598	470
17339	2859	1001
781	830	1225
17969	4039	148
16162	7180	470
1977	3548	1286
9026	18972	155
2813	4922	994
196	12913	509
10712	9594	227
7629	804	470
15222	2752	309
16056	18856	470
18925	12529	529
2048	2562	1113
19084	11226	332
15913	2760	1039
8447	2982	553
18000	2574	1009
18110	279	947
13602	9618	352
11922	10130	470
16724	3392	496
11240	15195	1114
11584	14772	352
11104	2478	338
1190	14228	509
15998	10152	1079
19215	17085	834
7141	11868	578
6263	11847	669
14827	12362	1039
7717	4489	509
3491	5088	589
16777	11867	1297
5338	7227	173
7157	3296	1286
239	4719	386
4770	10821	578
7158	5360	136
6472	16036	1229
8378	16707	1215
11626	1629	271
16336	11415	56
3797	17006	1239
12988	16784	649
10333	7649	352
13500	7392	778
5920	17383	589
8679	2802	649
2551	13900	777
14318	9948	352
15495	12574	1039
15748	10505	386
12017	17516	731
3937	16900	308
5758	19369	1019
14648	227	578
15615	18969	1190
3807	10810	153
6295	15406	352
16596	8289	16
13705	9413	803
271	7531	309
18704	13260	368
5493	13682	762
9593	9538	1215
16078	11137	386
11240	8208	1060
5164	9942	1240
18034	10931	285
2841	12318	308
7561	7359	352
18820	11867	1297
1950	13994	1039
9114	13183	285
11278	10857	386
5424	7116	1232
7433	12431	470
3269	7668	16
13639	1841	386
15432	13860	470
9090	3589	352
1511	6586	1229
690	4497	386
763	16148	470
17281	17362	540
10256	9849	386
900	2724	617
3562	17435	463
8781	18618	541
7858	18330	509
17073	15579	470
16455	18872	386
14843	16707	1171
16783	4312	210
5010	12691	139
4608	3582	470
18400	6581	386
11594	15628	470
19489	12968	228
16044	7849	1039
19439	2175	386
18720	10448	352
3721	16117	470
2114	8433	272
12728	13714	308
19105	9461	165
468	13634	1286
976	13237	309
4178	2951	323
2661	17512	1301
16427	2802	1039
9707	681	1039
8140	544	1204
5765	10997	471
1857	8379	1113
11947	12911	467
15599	12950	184
13194	13190	153
18231	9422	470
1485	6749	1150
1294	6093	352
642	4636	470
3696	13940	1276
10643	1380	692
14438	10403	170
9644	2487	240
12700	13237	309
4473	18037	481
13930	1435	617
2933	14850	184
18383	3030	858
12865	19354	1134
12113	17757	766
9700	11292	827
11115	6330	227
3688	4630	470
12749	10953	470
13050	4961	659
12565	3491	308
12837	10420	649
13255	8905	650
2402	12211	696
9644	2611	308
11945	7416	352
242	10069	1148
12665	9538	649
9257	16313	1225
11628	13402	308
17675	11814	804
7229	14050	240
8152	4329	463
11529	9213	386
2886	1274	1150
16374	15568	509
5922	1137	779
8387	5976	645
2155	668	1181
15291	9426	1113
12088	9268	475
1020	7928	578
17099	10316	386
14332	12491	408
10037	1761	578
6255	14047	827
5631	9538	470
18463	18464	1138
6839	3660	578
3576	14743	481
9633	5914	142
8328	13192	608
16171	11607	386
8304	1478	1052
5981	15881	1039
16948	13112	308
17606	17453	227
19477	12486	386
2809	7167	308
16511	18010	1297
12575	357	578
7160	58	470
10119	7410	1256
9662	13031	240
12050	15383	662
1989	7230	139
12358	12649	645
2963	12426	777
15889	6413	481
6933	99	669
7193	8474	227
16503	3576	16
5495	14904	237
10112	4786	1297
10293	10934	470
10803	19398	645
8077	296	1181
16390	9800	1225
3064	10453	386
12741	19294	827
2081	748	1297
15701	1384	139
17662	14747	13
16902	4176	1090
13433	11226	483
11249	8777	127
2803	18856	654
9762	19322	386
18803	6726	352
12615	13143	1133
15201	19267	791
9541	10573	227
4946	16087	16
19462	10101	1106
10266	16424	259
3425	4600	308
17113	1285	1228
15999	2979	165
4670	2763	122
3880	1255	104
6855	18205	470
14235	9422	777
8791	8468	481
7795	11715	331
7324	18564	481
18311	7801	173
5941	5556	1208
11518	14768	285
4683	14263	509
1102	17000	173
737	12728	309
13661	3986	1297
15525	5299	1150
17478	15782	1133
8532	3755	509
5559	9505	509
2266	11095	261
1834	2106	481
15534	8612	207
3664	7749	1019
4270	11929	386
18005	744	1133
12090	19030	309
15450	14503	529
3360	18470	669
3330	9540	268
8480	9826	16
710	4177	173
9279	12056	1039
18699	3397	386
2728	8212	1150
7211	3390	1039
1459	8783	1281
4432	11669	1104
13052	17423	386
7413	1077	827
9482	2303	778
9068	18652	578
8330	15911	843
18381	8464	227
2983	18474	386
3876	1415	352
2675	10719	352
2982	15476	604
9646	9491	173
1318	1046	285
19462	88	1106
15477	10121	16
6452	1660	481
1263	6334	308
5987	16208	1113
5686	17417	914
19228	12527	386
2615	7920	1150
6597	18841	762
12303	9180	352
12997	16707	470
2545	18328	470
3671	2488	472
18857	7574	308
1734	10426	57
5462	11671	498
3647	15109	240
563	12883	1320
18311	18887	173
13488	10343	3
3875	9971	104
4672	12951	817
3356	4134	1137
14777	2137	127
18415	11112	308
9066	11019	1039
11639	1381	386
16928	4538	470
3858	5461	210
389	4014	227
4442	11451	173
3771	8562	308
11023	17435	1039
9123	2562	259
17214	17000	173
4900	7385	1113
10556	9036	1240
18363	15366	712
6174	7136	127
16187	2420	309
12270	11172	272
11990	18707	56
14680	9481	160
15914	14518	227
4614	15504	661
12188	17499	659
16085	10231	56
14176	5198	470
11315	6715	654
9710	1130	285
16492	6161	285
17846	7657	1297
2953	58	470
3919	7787	1281
14022	12989	669
4035	4191	654
17867	15761	1225
3355	17055	1218
17858	7220	1264
12394	804	601
9402	2342	234
3165	17748	155
19230	16894	1150
12504	4652	173
5559	4734	509
10364	16707	470
17810	13278	1280
3944	4000	309
1914	19238	509
1143	7571	281
4099	16784	470
