12754	1959	1267
11535	5387	385
16302	488	591
5297	359	1226
6329	15622	259
1670	6240	1287
5798	19330	1591
8586	14308	1339
920	2269	1151
14919	9857	781
15367	10689	54
5820	6668	218
13051	8126	1366
1241	5848	465
11816	10562	877
18093	9988	1138
7778	11600	516
14822	9404	664
8124	9726	259
8688	12153	735
4070	3209	54
18793	17100	1252
412	15211	229
9965	4899	1054
346	4643	127
3483	5859	259
9273	7811	1623
17319	4409	77
11422	3070	890
9057	15980	1501
17673	17049	133
1508	2500	259
7180	2859	1687
5149	10075	548
8668	9109	1493
5002	15549	1366
9674	13422	1041
17644	10365	259
5956	2269	479
6392	8649	1249
7180	17050	88
9774	11742	430
14787	1475	782
4352	10298	825
11316	9859	54
12690	9816	1170
17893	17228	1358
10716	1250	687
5237	16095	877
8079	10377	786
16187	12883	259
4173	13144	1489
11014	3653	80
2749	17342	33
10414	3366	89
1518	2424	1170
11456	18182	1425
18459	7481	259
4804	8065	1041
7222	12968	1170
2634	5353	1146
17779	15034	1278
12965	15739	786
1076	6652	735
18580	6443	304
18104	3820	1291
3435	6989	1685
13203	19151	703
7784	13523	30
469	18678	259
10843	15567	626
15828	8302	1600
10447	2378	1603
19150	8940	1305
16590	17633	265
4993	17859	1561
14139	4250	259
1672	7346	1680
4965	16426	1527
13542	19332	1054
6195	13739	786
13218	7596	642
10023	10834	259
7958	9271	259
7307	5881	1600
6802	10594	811
13602	8473	127
1753	16690	582
6539	13221	259
18990	2951	1660
4343	13144	854
19353	6932	735
16032	5101	1588
7497	1350	877
16139	7727	877
6929	13123	642
14507	14237	1041
8876	9857	1366
12876	4675	825
16281	15045	1376
13343	12688	1558
10494	15916	563
3576	1875	962
16694	16943	1576
10933	16473	838
7227	9843	1339
17447	16772	814
16975	9756	1600
3881	17930	909
16084	12530	109
4345	14197	1660
11890	2300	1203
9041	18529	1406
9571	4840	259
2856	12612	1305
13156	14784	259
11218	618	1366
10293	14069	1527
15748	3053	1252
