13514	13714	943
619	19798	943
4026	4805	978
6535	9696	304
13747	18550	344
13612	10757	164
443	18078	943
10433	2748	319
4680	1374	943
10552	15862	978
8382	6017	41
3194	13665	687
8983	9922	487
14699	7275	487
3820	11391	68
12894	2553	876
19352	11333	886
16624	2446	589
10811	4987	1179
12801	19856	1179
10065	17129	68
14958	5481	599
7045	18178	484
15005	4224	442
11300	864	868
4069	13665	712
11500	17605	360
19015	170	744
2635	2972	16
464	19939	502
15568	14211	323
13287	12827	680
9387	7224	1179
15437	3821	978
178	10209	1101
10747	19302	943
18322	831	508
12344	8809	943
19886	11632	680
16590	11391	68
10405	14945	1179
17914	10231	763
5417	2052	181
17925	7055	943
15878	8037	994
19158	646	344
17134	24	896
10333	19225	943
757	16226	1142
8102	18411	164
10071	4495	922
9709	17222	784
19622	9400	422
12875	16772	609
14374	7191	728
6833	12354	1179
4274	7647	1142
4123	1220	876
16171	19879	868
12593	12274	536
14483	8368	595
9780	19302	943
17605	14827	360
7744	18981	502
4776	8617	984
10133	16835	868
8516	8736	326
14173	13767	326
10339	14297	16
298	7135	672
11554	9340	877
2680	2702	1179
9420	2810	978
15198	17495	844
12118	1515	578
16708	6659	208
8675	8958	323
3328	3299	36
9959	17007	98
1113	146	952
8286	2702	1179
4045	17238	484
6645	15087	456
2870	15970	978
9603	14327	680
6585	14539	943
18963	11299	41
10096	4128	978
15289	2676	164
8262	18255	978
8559	3657	566
16387	7832	68
8070	19141	525
18938	860	164
8360	17047	63
3325	10916	1106
12687	16982	1179
7139	4211	877
4184	19025	403
3831	12299	978
4808	8754	1101
17486	16412	1004
4021	18696	1179
9302	14896	967
10910	7113	19
10415	9028	978
7795	1585	978
18998	8434	943
6664	4544	41
16785	1169	396
476	18527	484
13364	784	1200
16278	4601	16
17417	11832	877
7653	4601	680
2928	18078	943
7564	14876	1021
13536	15293	1100
16571	9584	514
13740	7361	943
13151	15037	1142
3015	16939	502
12895	2064	1080
11447	8550	344
19640	6349	1070
16392	6502	709
4365	18255	978
19803	3194	943
9452	18865	456
17932	2972	484
3715	359	164
7402	9253	978
17680	8258	1179
13211	15654	770
3303	16383	16
7454	11607	1106
15689	2507	16
822	18251	164
2703	922	16
12762	18872	472
4506	13304	508
16837	1931	1201
577	4360	1106
1075	13450	989
13117	2748	319
5052	16865	1101
865	16894	194
19705	2133	164
13206	7036	1145
8983	13767	989
15133	1642	484
14693	4601	484
5865	10273	1101
2800	3671	1102
4745	4069	670
9872	1448	1106
2492	9977	508
2334	15684	942
14803	6030	508
17104	7292	877
7457	10339	868
10840	18721	943
5349	12327	680
2376	5018	978
1912	10537	502
19287	4062	514
10525	16208	68
16614	6070	233
14384	12139	895
637	10954	943
9381	7407	16
8837	3706	502
14283	16509	599
3570	17010	1191
4726	17576	877
12803	3405	943
1517	8839	876
6933	12782	63
5191	4427	978
1948	19465	575
12037	11187	877
17460	8333	484
5389	18032	16
14902	18696	1179
463	3319	877
11170	16295	472
7727	7169	126
17787	19701	1179
11774	17964	989
6979	88	1179
5148	1115	344
7091	4108	522
12421	17501	403
11157	7597	508
17483	16835	868
17714	15301	304
15390	7597	164
6507	63	16
14725	3736	56
13919	18972	484
15387	12208	933
6607	11085	1179
8483	6654	978
8518	13683	503
10808	13683	503
4435	3265	943
13879	10200	989
5740	4557	41
18528	17901	126
12505	4987	1179
4808	13473	1101
14828	1456	877
7359	6860	1179
1182	5419	680
19856	18078	943
6248	3194	943
3872	7055	943
10084	319	943
12314	14136	308
12648	11003	68
8338	2732	164
8781	912	98
9162	17636	943
14817	7926	181
19335	14914	1179
2840	13250	978
5294	16210	503
1873	18866	360
